district,name,picture,href
Texas 34,Filemon Vela Jr.,https://en.wikipedia.org/wiki/wiki/Filemon_Vela_Jr.,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Filemon_Vela%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg/75px-Filemon_Vela%2C_Official_Portrait%2C_113th_Congress_%28cropped%29.jpg
Texas 35,Lloyd Doggett,https://en.wikipedia.org/wiki/wiki/Lloyd_Doggett,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Lloyd_Doggett_113th_Congress.jpg/75px-Lloyd_Doggett_113th_Congress.jpg
Texas 36,Brian Babin,https://en.wikipedia.org/wiki/wiki/Brian_Babin,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Brian_Babin_115th_Congress_%28cropped%29.jpg/75px-Brian_Babin_115th_Congress_%28cropped%29.jpg
Utah 1,Rob Bishop,https://en.wikipedia.org/wiki/wiki/Rob_Bishop,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Rob_Bishop_official_portrait_%28cropped%29_%28cropped%29.jpg/75px-Rob_Bishop_official_portrait_%28cropped%29_%28cropped%29.jpg
Utah 2,Chris Stewart,https://en.wikipedia.org/wiki/wiki/Chris_Stewart_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Chris_Stewart_official_photo_%28cropped%29.jpg/75px-Chris_Stewart_official_photo_%28cropped%29.jpg
Utah 3,John Curtis,https://en.wikipedia.org/wiki/wiki/John_Curtis_(Utah_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/John_Curtis_portrait_115th_Congress_%28cropped2%29.jpg/75px-John_Curtis_portrait_115th_Congress_%28cropped2%29.jpg
Utah 4,Ben McAdams,https://en.wikipedia.org/wiki/wiki/Ben_McAdams,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ben_McAdams%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Ben_McAdams%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Vermont at-large,Peter Welch,https://en.wikipedia.org/wiki/wiki/Peter_Welch,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Peter_Welch_official_photo_%28cropped%29.jpg/75px-Peter_Welch_official_photo_%28cropped%29.jpg
Virginia 1,Rob Wittman,https://en.wikipedia.org/wiki/wiki/Rob_Wittman,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Rob_Wittman_2019_Portrait.jpg/75px-Rob_Wittman_2019_Portrait.jpg
Virginia 2,Elaine Luria,https://en.wikipedia.org/wiki/wiki/Elaine_Luria,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Elaine_Luria%2C_Official_Portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Elaine_Luria%2C_Official_Portrait%2C_116th_Congress_%28cropped%29.jpg
Virginia 3,Bobby Scott,https://en.wikipedia.org/wiki/wiki/Bobby_Scott_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Bobby_Scott_%28cropped%29.jpg/75px-Bobby_Scott_%28cropped%29.jpg
Virginia 4,Donald McEachin,https://en.wikipedia.org/wiki/wiki/Donald_McEachin,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Donald_McEachin_portrait_116th_Congress_%28cropped%29.jpg/75px-Donald_McEachin_portrait_116th_Congress_%28cropped%29.jpg
Virginia 5,Denver Riggleman,https://en.wikipedia.org/wiki/wiki/Denver_Riggleman,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Denver_Riggleman%2C_official_116th_Congress_photo_portrait_%28cropped_2%29.jpg/75px-Denver_Riggleman%2C_official_116th_Congress_photo_portrait_%28cropped_2%29.jpg
Virginia 6,Ben Cline,https://en.wikipedia.org/wiki/wiki/Ben_Cline,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Ben_Cline%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Ben_Cline%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Virginia 7,Abigail Spanberger,https://en.wikipedia.org/wiki/wiki/Abigail_Spanberger,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Abigail_Spanberger%2C_official_116th_Congress_photo_portrait_%28cropped_2%29.jpg/75px-Abigail_Spanberger%2C_official_116th_Congress_photo_portrait_%28cropped_2%29.jpg
Virginia 8,Don Beyer,https://en.wikipedia.org/wiki/wiki/Don_Beyer,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Don_Beyer%2C_official_114th_Congress_photo_portrait_%28cropped%29.jpeg/75px-Don_Beyer%2C_official_114th_Congress_photo_portrait_%28cropped%29.jpeg
Virginia 9,Morgan Griffith,https://en.wikipedia.org/wiki/wiki/Morgan_Griffith,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Morgan_Griffith_116th_Congress_%28cropped%29.jpg/75px-Morgan_Griffith_116th_Congress_%28cropped%29.jpg
Virginia 10,Jennifer Wexton,https://en.wikipedia.org/wiki/wiki/Jennifer_Wexton,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Jennifer_Wexton%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Jennifer_Wexton%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Virginia 11,Gerry Connolly,https://en.wikipedia.org/wiki/wiki/Gerry_Connolly,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Gerry_Connolly_official_photo_%28cropped%29.jpg/75px-Gerry_Connolly_official_photo_%28cropped%29.jpg
Washington 1,Suzan DelBene,https://en.wikipedia.org/wiki/wiki/Suzan_DelBene,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Suzan_DelBene%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg/75px-Suzan_DelBene%2C_official_portrait%2C_115th_Congress_%28cropped%29.jpg
Washington 2,Rick Larsen,https://en.wikipedia.org/wiki/wiki/Rick_Larsen,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Rick_Larsen_116th_Congress_official_photo_%28cropped%29.jpg/75px-Rick_Larsen_116th_Congress_official_photo_%28cropped%29.jpg
Washington 3,Jaime Herrera Beutler,https://en.wikipedia.org/wiki/wiki/Jaime_Herrera_Beutler,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Jaime_Herrera_Beutler%2C_official_portrait%2C_112th_Congress_%28cropped%29.jpg/75px-Jaime_Herrera_Beutler%2C_official_portrait%2C_112th_Congress_%28cropped%29.jpg
Washington 4,Dan Newhouse,https://en.wikipedia.org/wiki/wiki/Dan_Newhouse,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Dan_Newhouse_official_congressional_photo_%28cropped%29.jpg/75px-Dan_Newhouse_official_congressional_photo_%28cropped%29.jpg
Washington 5,Cathy McMorris Rodgers,https://en.wikipedia.org/wiki/wiki/Cathy_McMorris_Rodgers,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Cathy_McMorris_Rodgers_official_photo_%28cropped%29.jpg/75px-Cathy_McMorris_Rodgers_official_photo_%28cropped%29.jpg
Washington 6,Derek Kilmer,https://en.wikipedia.org/wiki/wiki/Derek_Kilmer,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Derek_Kilmer_113th_Congress_%28cropped%29.jpg/75px-Derek_Kilmer_113th_Congress_%28cropped%29.jpg
Washington 7,Pramila Jayapal,https://en.wikipedia.org/wiki/wiki/Pramila_Jayapal,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Pramila_Jayapal_115th_Congress_photo_%28cropped%29.jpg/75px-Pramila_Jayapal_115th_Congress_photo_%28cropped%29.jpg
Washington 8,Kim Schrier,https://en.wikipedia.org/wiki/wiki/Kim_Schrier,https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Kim_Schrier%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Kim_Schrier%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Washington 9,Adam Smith,https://en.wikipedia.org/wiki/wiki/Adam_Smith_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Adam_Smith_official_photo_%28cropped%29.jpg/75px-Adam_Smith_official_photo_%28cropped%29.jpg
Washington 10,Denny Heck,https://en.wikipedia.org/wiki/wiki/Denny_Heck,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Denny_Heck_official_photo_%28cropped%29.jpg/75px-Denny_Heck_official_photo_%28cropped%29.jpg
West Virginia 1,David McKinley,https://en.wikipedia.org/wiki/wiki/David_McKinley,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/David_McKinley_Official_%28cropped%29.jpg/75px-David_McKinley_Official_%28cropped%29.jpg
West Virginia 2,Alex Mooney,https://en.wikipedia.org/wiki/wiki/Alex_Mooney,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Alex_Mooney.jpg/75px-Alex_Mooney.jpg
West Virginia 3,Carol Miller,https://en.wikipedia.org/wiki/wiki/Carol_Miller_(politician),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Carol_Miller%2C_Official_Portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Carol_Miller%2C_Official_Portrait%2C_116th_Congress_%28cropped%29.jpg
Wisconsin 1,Bryan Steil,https://en.wikipedia.org/wiki/wiki/Bryan_Steil,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Bryan_Steil_%28cropped%29.jpg/75px-Bryan_Steil_%28cropped%29.jpg
Wisconsin 2,Mark Pocan,https://en.wikipedia.org/wiki/wiki/Mark_Pocan,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Mark_Pocan_official_photo_%28cropped_2%29.jpg/75px-Mark_Pocan_official_photo_%28cropped_2%29.jpg
Wisconsin 3,Ron Kind,https://en.wikipedia.org/wiki/wiki/Ron_Kind,https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Ron_Kind%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg/75px-Ron_Kind%2C_Official_Portrait%2C_115th_Congress_%28cropped%29.jpg
Wisconsin 4,Gwen Moore,https://en.wikipedia.org/wiki/wiki/Gwen_Moore,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Gwen_Moore%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg/75px-Gwen_Moore%2C_official_portrait%2C_116th_Congress_%28cropped%29.jpg
Wisconsin 5,Jim Sensenbrenner,https://en.wikipedia.org/wiki/wiki/Jim_Sensenbrenner,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Jim_Sensenbrenner_%28cropped%29.jpg/75px-Jim_Sensenbrenner_%28cropped%29.jpg
Wisconsin 6,Glenn Grothman,https://en.wikipedia.org/wiki/wiki/Glenn_Grothman,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Glenn_Grothman_official_congressional_photo_%28cropped%29.jpg/75px-Glenn_Grothman_official_congressional_photo_%28cropped%29.jpg
Wisconsin 7,Tom Tiffany,https://en.wikipedia.org/wiki/wiki/Tom_Tiffany,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Tom_Tiffany_%28WI-07%29.jpg/75px-Tom_Tiffany_%28WI-07%29.jpg
Wisconsin 8,Mike Gallagher,https://en.wikipedia.org/wiki/wiki/Mike_Gallagher_(American_politician),https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Mike_Gallagher_official_portrait%2C_115th_congress_%28cropped%29.jpg/75px-Mike_Gallagher_official_portrait%2C_115th_congress_%28cropped%29.jpg
Wyoming at-large,Liz Cheney,https://en.wikipedia.org/wiki/wiki/Liz_Cheney,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Liz_Cheney_official_116th_Congress_portrait_%28cropped%29.jpg/75px-Liz_Cheney_official_116th_Congress_portrait_%28cropped%29.jpg
